domain_name,logo_link,favico
https://www.columbusmckinnon.com/en-nz/?redirected=true,/globalassets/logos/little-mule/little-mule-color.svg?width=75&height=35&bgcolor=white,"/static/images/favicon/apple-touch-icon-57x57.png,/static/images/favicon/apple-touch-icon-114x114.png,/static/images/favicon/apple-touch-icon-72x72.png,/static/images/favicon/apple-touch-icon-144x144.png,/static/images/favicon/apple-touch-icon-60x60.png,/static/images/favicon/apple-touch-icon-120x120.png,/static/images/favicon/apple-touch-icon-76x76.png,/static/images/favicon/apple-touch-icon-152x152.png,/static/images/favicon/favicon-196x196.png,/static/images/favicon/favicon-96x96.png,/static/images/favicon/favicon-32x32.png,/static/images/favicon/favicon-16x16.png,/static/images/favicon/favicon-128.png"
https://www.columbusmckinnon.com/en-nz/?redirected=true,/globalassets/logos/shaw-box/shaw-box-color.svg?width=75&height=35&bgcolor=white,"/static/images/favicon/apple-touch-icon-57x57.png,/static/images/favicon/apple-touch-icon-114x114.png,/static/images/favicon/apple-touch-icon-72x72.png,/static/images/favicon/apple-touch-icon-144x144.png,/static/images/favicon/apple-touch-icon-60x60.png,/static/images/favicon/apple-touch-icon-120x120.png,/static/images/favicon/apple-touch-icon-76x76.png,/static/images/favicon/apple-touch-icon-152x152.png,/static/images/favicon/favicon-196x196.png,/static/images/favicon/favicon-96x96.png,/static/images/favicon/favicon-32x32.png,/static/images/favicon/favicon-16x16.png,/static/images/favicon/favicon-128.png"
https://www.columbusmckinnon.com/en-nz/?redirected=true,/globalassets/logos/steerman/steerman-color.svg?width=75&height=35&bgcolor=white,"/static/images/favicon/apple-touch-icon-57x57.png,/static/images/favicon/apple-touch-icon-114x114.png,/static/images/favicon/apple-touch-icon-72x72.png,/static/images/favicon/apple-touch-icon-144x144.png,/static/images/favicon/apple-touch-icon-60x60.png,/static/images/favicon/apple-touch-icon-120x120.png,/static/images/favicon/apple-touch-icon-76x76.png,/static/images/favicon/apple-touch-icon-152x152.png,/static/images/favicon/favicon-196x196.png,/static/images/favicon/favicon-96x96.png,/static/images/favicon/favicon-32x32.png,/static/images/favicon/favicon-16x16.png,/static/images/favicon/favicon-128.png"
https://www.columbusmckinnon.com/en-nz/?redirected=true,/globalassets/logos/stahl/stahl-color.svg,"/static/images/favicon/apple-touch-icon-57x57.png,/static/images/favicon/apple-touch-icon-114x114.png,/static/images/favicon/apple-touch-icon-72x72.png,/static/images/favicon/apple-touch-icon-144x144.png,/static/images/favicon/apple-touch-icon-60x60.png,/static/images/favicon/apple-touch-icon-120x120.png,/static/images/favicon/apple-touch-icon-76x76.png,/static/images/favicon/apple-touch-icon-152x152.png,/static/images/favicon/favicon-196x196.png,/static/images/favicon/favicon-96x96.png,/static/images/favicon/favicon-32x32.png,/static/images/favicon/favicon-16x16.png,/static/images/favicon/favicon-128.png"
https://www.columbusmckinnon.com/en-nz/?redirected=true,/globalassets/logos/yale/yale-black.svg,"/static/images/favicon/apple-touch-icon-57x57.png,/static/images/favicon/apple-touch-icon-114x114.png,/static/images/favicon/apple-touch-icon-72x72.png,/static/images/favicon/apple-touch-icon-144x144.png,/static/images/favicon/apple-touch-icon-60x60.png,/static/images/favicon/apple-touch-icon-120x120.png,/static/images/favicon/apple-touch-icon-76x76.png,/static/images/favicon/apple-touch-icon-152x152.png,/static/images/favicon/favicon-196x196.png,/static/images/favicon/favicon-96x96.png,/static/images/favicon/favicon-32x32.png,/static/images/favicon/favicon-16x16.png,/static/images/favicon/favicon-128.png"
https://www.columbusmckinnon.com/en-nz/?redirected=true,/globalassets/logos/pfaff/pfaff-silberblau-color.svg,"/static/images/favicon/apple-touch-icon-57x57.png,/static/images/favicon/apple-touch-icon-114x114.png,/static/images/favicon/apple-touch-icon-72x72.png,/static/images/favicon/apple-touch-icon-144x144.png,/static/images/favicon/apple-touch-icon-60x60.png,/static/images/favicon/apple-touch-icon-120x120.png,/static/images/favicon/apple-touch-icon-76x76.png,/static/images/favicon/apple-touch-icon-152x152.png,/static/images/favicon/favicon-196x196.png,/static/images/favicon/favicon-96x96.png,/static/images/favicon/favicon-32x32.png,/static/images/favicon/favicon-16x16.png,/static/images/favicon/favicon-128.png"
https://www.columbusmckinnon.com/en-nz/?redirected=true,/globalassets/logos/duff-norton/duff-norton-color.svg,"/static/images/favicon/apple-touch-icon-57x57.png,/static/images/favicon/apple-touch-icon-114x114.png,/static/images/favicon/apple-touch-icon-72x72.png,/static/images/favicon/apple-touch-icon-144x144.png,/static/images/favicon/apple-touch-icon-60x60.png,/static/images/favicon/apple-touch-icon-120x120.png,/static/images/favicon/apple-touch-icon-76x76.png,/static/images/favicon/apple-touch-icon-152x152.png,/static/images/favicon/favicon-196x196.png,/static/images/favicon/favicon-96x96.png,/static/images/favicon/favicon-32x32.png,/static/images/favicon/favicon-16x16.png,/static/images/favicon/favicon-128.png"
https://www.columbusmckinnon.com/en-nz/?redirected=true,/globalassets/logos/stahl/stahl-color.svg,"/static/images/favicon/apple-touch-icon-57x57.png,/static/images/favicon/apple-touch-icon-114x114.png,/static/images/favicon/apple-touch-icon-72x72.png,/static/images/favicon/apple-touch-icon-144x144.png,/static/images/favicon/apple-touch-icon-60x60.png,/static/images/favicon/apple-touch-icon-120x120.png,/static/images/favicon/apple-touch-icon-76x76.png,/static/images/favicon/apple-touch-icon-152x152.png,/static/images/favicon/favicon-196x196.png,/static/images/favicon/favicon-96x96.png,/static/images/favicon/favicon-32x32.png,/static/images/favicon/favicon-16x16.png,/static/images/favicon/favicon-128.png"
https://www.columbusmckinnon.com/en-nz/?redirected=true,/globalassets/logos/yale/yale-black.svg,"/static/images/favicon/apple-touch-icon-57x57.png,/static/images/favicon/apple-touch-icon-114x114.png,/static/images/favicon/apple-touch-icon-72x72.png,/static/images/favicon/apple-touch-icon-144x144.png,/static/images/favicon/apple-touch-icon-60x60.png,/static/images/favicon/apple-touch-icon-120x120.png,/static/images/favicon/apple-touch-icon-76x76.png,/static/images/favicon/apple-touch-icon-152x152.png,/static/images/favicon/favicon-196x196.png,/static/images/favicon/favicon-96x96.png,/static/images/favicon/favicon-32x32.png,/static/images/favicon/favicon-16x16.png,/static/images/favicon/favicon-128.png"
https://www.columbusmckinnon.com/en-nz/?redirected=true,/globalassets/logos/pfaff/pfaff-silberblau-color.svg,"/static/images/favicon/apple-touch-icon-57x57.png,/static/images/favicon/apple-touch-icon-114x114.png,/static/images/favicon/apple-touch-icon-72x72.png,/static/images/favicon/apple-touch-icon-144x144.png,/static/images/favicon/apple-touch-icon-60x60.png,/static/images/favicon/apple-touch-icon-120x120.png,/static/images/favicon/apple-touch-icon-76x76.png,/static/images/favicon/apple-touch-icon-152x152.png,/static/images/favicon/favicon-196x196.png,/static/images/favicon/favicon-96x96.png,/static/images/favicon/favicon-32x32.png,/static/images/favicon/favicon-16x16.png,/static/images/favicon/favicon-128.png"
https://www.columbusmckinnon.com/en-nz/?redirected=true,/globalassets/logos/duff-norton/duff-norton-color.svg,"/static/images/favicon/apple-touch-icon-57x57.png,/static/images/favicon/apple-touch-icon-114x114.png,/static/images/favicon/apple-touch-icon-72x72.png,/static/images/favicon/apple-touch-icon-144x144.png,/static/images/favicon/apple-touch-icon-60x60.png,/static/images/favicon/apple-touch-icon-120x120.png,/static/images/favicon/apple-touch-icon-76x76.png,/static/images/favicon/apple-touch-icon-152x152.png,/static/images/favicon/favicon-196x196.png,/static/images/favicon/favicon-96x96.png,/static/images/favicon/favicon-32x32.png,/static/images/favicon/favicon-16x16.png,/static/images/favicon/favicon-128.png"
https://www.columbusmckinnon.com/en-nz/?redirected=true,/globalassets/logos/stahl/stahl-color.svg?width=75&bgcolor=white,"/static/images/favicon/apple-touch-icon-57x57.png,/static/images/favicon/apple-touch-icon-114x114.png,/static/images/favicon/apple-touch-icon-72x72.png,/static/images/favicon/apple-touch-icon-144x144.png,/static/images/favicon/apple-touch-icon-60x60.png,/static/images/favicon/apple-touch-icon-120x120.png,/static/images/favicon/apple-touch-icon-76x76.png,/static/images/favicon/apple-touch-icon-152x152.png,/static/images/favicon/favicon-196x196.png,/static/images/favicon/favicon-96x96.png,/static/images/favicon/favicon-32x32.png,/static/images/favicon/favicon-16x16.png,/static/images/favicon/favicon-128.png"
https://www.columbusmckinnon.com/en-nz/?redirected=true,/globalassets/logos/cm/cm-color.svg?width=75&bgcolor=white,"/static/images/favicon/apple-touch-icon-57x57.png,/static/images/favicon/apple-touch-icon-114x114.png,/static/images/favicon/apple-touch-icon-72x72.png,/static/images/favicon/apple-touch-icon-144x144.png,/static/images/favicon/apple-touch-icon-60x60.png,/static/images/favicon/apple-touch-icon-120x120.png,/static/images/favicon/apple-touch-icon-76x76.png,/static/images/favicon/apple-touch-icon-152x152.png,/static/images/favicon/favicon-196x196.png,/static/images/favicon/favicon-96x96.png,/static/images/favicon/favicon-32x32.png,/static/images/favicon/favicon-16x16.png,/static/images/favicon/favicon-128.png"
https://www.columbusmckinnon.com/en-nz/?redirected=true,/globalassets/logos/magnetek/magnetek-color.svg?width=75&bgcolor=white,"/static/images/favicon/apple-touch-icon-57x57.png,/static/images/favicon/apple-touch-icon-114x114.png,/static/images/favicon/apple-touch-icon-72x72.png,/static/images/favicon/apple-touch-icon-144x144.png,/static/images/favicon/apple-touch-icon-60x60.png,/static/images/favicon/apple-touch-icon-120x120.png,/static/images/favicon/apple-touch-icon-76x76.png,/static/images/favicon/apple-touch-icon-152x152.png,/static/images/favicon/favicon-196x196.png,/static/images/favicon/favicon-96x96.png,/static/images/favicon/favicon-32x32.png,/static/images/favicon/favicon-16x16.png,/static/images/favicon/favicon-128.png"
https://www.columbusmckinnon.com/en-nz/?redirected=true,/globalassets/logos/dorner/dorner-color.svg?width=75&bgcolor=white,"/static/images/favicon/apple-touch-icon-57x57.png,/static/images/favicon/apple-touch-icon-114x114.png,/static/images/favicon/apple-touch-icon-72x72.png,/static/images/favicon/apple-touch-icon-144x144.png,/static/images/favicon/apple-touch-icon-60x60.png,/static/images/favicon/apple-touch-icon-120x120.png,/static/images/favicon/apple-touch-icon-76x76.png,/static/images/favicon/apple-touch-icon-152x152.png,/static/images/favicon/favicon-196x196.png,/static/images/favicon/favicon-96x96.png,/static/images/favicon/favicon-32x32.png,/static/images/favicon/favicon-16x16.png,/static/images/favicon/favicon-128.png"
